ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0005838,proteasome regulatory particle,27/7652,28/11938,6.421263047547287e-5,4.8342937515106e-4,2.85818625875789e-4,Rpt3R/Rpn9/Rpn12R/Rpn13R/Rpn3/Rpn6/Rpn11/Rpn13/Rpt5/CG9588/Rpt2/Rpt1/CG12096/Rpn7/Rpt6R/Uch-L5R/Rpn8/Rpn10/Rpt3/Rpn1/Rpn2/Rpn5/Rpt6/Sem1/Rpn12/Rpt4R/Rpt4,27
GO:0030686,90S preribosome,27/7652,28/11938,6.421263047547287e-5,4.8342937515106e-4,2.85818625875789e-4,CG12325/CG7246/CG12288/CG3594/CG13097/CG8064/l(3)72Dn/CG16753/CG1671/CG4554/wcd/CG6724/l(3)07882/l(2)k09022/CG4364/CG7728/Mat89Ba/CG11920/CG5033/CG9246/CG8461/CG9799/Rlb1/CG2875/CG5645/CG12333/CG4866,27
GO:0098805,whole membrane,188/7652,249/11938,6.536208832808625e-5,4.851524020972036e-4,2.8683733350798416e-4,porin/p115/kud/prt/mge/Buffy/Miro/Vps2/AP-1mu/CG10435/Sar1/CG9855/Membrin/Vps4/Vha36-1/Tom40/Sec16/tomboy40/Rab35/Sk2/CG12511/Rilpl/Vsp37A/Vha55/gammaCOP/ABCD/VGAT/CG11802/CG5235/LManV/Marf/Pi3K59F/Snx1/Tspo/Vps24/AP-1sigma/Flo2/betaCOP/wls/Rab11/Vha13/Vha100-3/AP-2sigma/Gdap1/Lrrk/Pex11/clu/Pi4KIIalpha/nSMase/Clc/klar/Syx17/CG5065/Vps36/AP-2mu/RagC-D/Atg18b/CG6051/Sec23/CG5662/VhaAC39-2/Vha68-3/Sec24CD/CG6707/Vha26/Vps29/Sec5/ATP6AP2/Pmp70/Slc25A46a/Arl8/Debcl/SppL/Sec31/fzo/CG8176/spin/Topors/Atg8b/BicD/Pex23/Vps13/Chmp1/CG11498/cn/Vha100-2/Atg14/CG9132/CG13827/CG5498/RagA-B/Pex12/alphaCOP/alphaSnap/CG14812/Pex1/gammaSnap1/Pex13/Pex10/Dhap-at/CG11975/Porin2/CG10761/Hip1/CG14184/spoon/CG16781/Atg12/Atg16/epsilonCOP/CG9393/Pex5/yin/CG17991/CG8004/zuc/AP-1gamma/AP-2alpha/g/Vamp7/ema/Vha68-2/Tom20/CG32225/Vps20/CG1275/Vha44/rho/Snap24/Rab23/unc-13/Sec22/CG4520/beta'COP/CG15399/Vps37B/comm/Vha100-4/VAChT/Syn/MRP/CG8303/Mul1/CG11077/Vha68-1/Sec13/Vps39/LManIII/Baldspot/Vps28/Afti/Pex14/S/PMP34/Zip48C/LTV1/Vps60/AP-1-2beta/Pex3/Vti1a/Syx6/Tom70/CG5676/lsn/Syngr/Itp-r83A/Atg8a/mGluR/Atg18a/Vps25/Vha14-1/Rph/Sara/tomboy20/Chc/Rme-8/TSG101/Axs/Flo1/ArfGAP3/Atg17/CG5608/lqf/HPS4/Pex16/Slc25A46b/Mvb12/Atg5,188
GO:0031300,intrinsic component of organelle membrane,81/7652,99/11938,8.466564604720245e-5,6.197054925954957e-4,3.663893454674258e-4,fng/kud/Miro/CG5903/CG14511/w/CG4293/EMRE/CG7506/CG12511/VGAT/meigo/Marf/CG3500/Coq2/Tim17b1/CG15760/Tim23/SMSr/wls/CG8111/Gdap1/OXA1L/Pex11/CG5065/CG13564/Papst2/CG32832/Tim17a2/senju/CG11753/fzo/CG1724/CG13827/MAN1/Qsox3/heix/Tim17b/Pex12/CG5447/CG5021/Mpcp1/Qsox2/Mpc1/MCU/Tom20/Qsox4/Ppox/rho/CG9773/CG32069/Qsox1/CG7011/CG8303/Mul1/Bet1/CG14483/CG9399/CG41128/PMP34/CG43321/CG8531/CG7744/CG12479/Yif1/Pex3/Vti1a/Syx6/Ugalt/CG5676/Tim17a1/tomboy20/Fur2/CG3156/CG4942/st/LBR/Tpc1/CG9396/stet/CG14929,81
GO:0000314,organellar small ribosomal subunit,30/7652,32/11938,1.1321936671002603e-4,8.063054899484287e-4,4.767131229895833e-4,mRpS17/mRpS30/mRpS5/mRpS18B/mRpL42/mRpS16/mRpS6/tko/mRpS22/mRpS18C/mRpS2/mRpS18A/mRpS28/mRpS21/mRpS24/mRpL12/mRpS34/mRpS35/mRpS29/mRpS33/mRpS23/mRpL3/mRpS25/mRpS14/cav/mRpS31/mRpS9/bonsai/mRpS7/mRpS26,30
GO:0005763,mitochondrial small ribosomal subunit,30/7652,32/11938,1.1321936671002603e-4,8.063054899484287e-4,4.767131229895833e-4,mRpS17/mRpS30/mRpS5/mRpS18B/mRpL42/mRpS16/mRpS6/tko/mRpS22/mRpS18C/mRpS2/mRpS18A/mRpS28/mRpS21/mRpS24/mRpL12/mRpS34/mRpS35/mRpS29/mRpS33/mRpS23/mRpL3/mRpS25/mRpS14/cav/mRpS31/mRpS9/bonsai/mRpS7/mRpS26,30
GO:0030687,"preribosome, large subunit precursor",20/7652,20/11938,1.3582846494651548e-4,9.544213470241821e-4,5.642838684093835e-4,CG32075/Ip259/l(2)k09848/Rbm13/ppan/CG3817/CG6724/CG32409/CG3224/RpLP0-like/CG6769/CG7006/eIF6/CG5033/CG8939/CG9246/CG1542/CG6712/CG12333/Nnp-1,20
GO:0005795,Golgi stack,53/7652,62/11938,1.5735404568660187e-4,0.0010911260799584103,6.451079989367611e-4,p115/fng/Golgin245/Mgat1/CG14511/CG31495/sau/Arf79F/brn/cbs/opm/alpha-Man-IIa/GPHR/Lrrk/scat/Pgant4/Sec23/Papst2/Grasp65/FucTA/senju/Sec31/aux/CG8708/sfl/rod/CG9590/GM130/Pgant35A/Golgin84/Mgat2/g/Glg1/Zw10/Pgant8/CG9384/Pgant5/beta'COP/lva/Pgant6/GCC185/Pgant3/CG8841/Bet1/Gos28/FucT6/Nsf2/Ugalt/CG14971/comt/GCC88/Pgant1/ArfGAP1,53
GO:0005700,polytene chromosome,159/7652,210/11938,1.8344712582019987e-4,0.0012555407182759134,7.423150955950671e-4,usp/pds5/stwl/Rm62/esc/ZIPIC/Spps/Ada2b/Fcp1/Pp1-87B/bab2/Asciz/sktl/east/akirin/PR-Set7/BEAF-32/trx/Atxn7/Trf/Mlf/woc/G9a/e(y)3/Yeti/Dref/D1/REG/Lpt/vig/su(sable)/Elba2/Spt5/Caf1-55/Marcal1/Rif1/Hsf/Su(var)3-7/pho/spt4/Gcn5/Myb/polybromo/RpII33/SMC1/Scm/Dp1/abo/Bap170/SuUR/MED26/lin-52/kto/ver/lawc/Xpd/Sry-delta/ash1/HP1c/Cdk9/mle/Charon/Hel25E/Hmt4-20/mip120/Smr/Nup50/fkh/Topors/pzg/Hsp83/RpL11/tHMG2/Chro/XNP/vtd/Rpt1/su(Hw)/NSD/Psc/jumu/Sry-beta/Pof/Usp7/Cp190/Nup98-96/CycG/sens/Rcd5/nsl1/Gug/EcR/D12/Moe/Trf2/mof/HDAC1/tHMG1/Ada3/Jarid2/pita/Top1/Parp/sage/Cdk12/Ndf/MBD-like/Spt6/ash2/Utx/Deaf1/Mhc/asf1/Nlp/bur/Orc2/Tip60/Set1/Adf1/Ino80/wapl/Pits/Atf-2/Lhr/Pc/scf/corto/upSET/Sec13/Tctp/Su(var)2-HP2/CycT/HP6/Lint-1/ebi/MBD-R2/His2Av/Hrb87F/mip130/Nipped-B/Phf7/Chd1/Hcs/lolal/z/tou/Mi-2/Pep/Su(var)205/RpII215/Sse/JIL-1/Hmr/uri/Df31/vig2/piwi/Iswi/TH1,159
GO:0005773,vacuole,116/7652,149/11938,1.902608287203677e-4,0.0012854802145594074,7.600162658735336e-4,VhaPPA1-2/dor/CG6347/CG17283/DOR/VhaM9.7-b/l(3)72Dr/CG5969/CG13829/Vha36-1/beta-Man/Tsp42Ej/Vha16-3/Sk2/Rilpl/Vha55/CG11802/Cp1/LManV/Vha16-5/Pi3K59F/CG4372/mio/Rack1/CG10474/Rab11/Vha13/Vha100-3/CG8155/Lrrk/Syt7/TER94/Syx17/RagC-D/yki/VhaAC39-2/Vha68-3/CG13442/CG6707/asrij/Vha26/Ppt2/ATP6AP2/car/Arl8/Vha16-2/Atg8b/Pex23/Vha100-2/cathD/Atg14/RagA-B/Nup44A/bchs/Rab32/alphaSnap/CG14812/cer/gammaSnap1/CG14184/VhaAC39-1/Atg16/CG6337/Gal/N/Vamp7/ema/Vha68-2/CG32225/VhaM9.7-d/Atg3/CG1275/VhaM9.7-a/Vha44/Syx16/Rab23/CG15399/CG5367/comm/Vha100-4/MRP/emp/Vha68-1/CG5445/VhaPPA1-1/CG11459/Vps39/LManIII/ClC-b/Ppt1/CG1827/l(3)72Dp/psidin/26-29-p/Zip48C/CG4847/LTV1/VhaM9.7-c/CG10104/Nprl3/Atg8a/Atg18a/Vps16A/Cln3/Vha14-1/cd/Sap-r/path/Nprl2/CG5608/lqf/HPS4/Wdr24/CG41099/Atg5/Vha16-4,116
GO:0031301,integral component of organelle membrane,77/7652,95/11938,2.3032637294952583e-4,0.001523082619196688,9.004942680160185e-4,fng/kud/Miro/CG5903/CG14511/w/CG4293/EMRE/CG7506/CG12511/VGAT/meigo/CG3500/Coq2/Tim17b1/CG15760/Tim23/SMSr/wls/CG8111/Gdap1/OXA1L/Pex11/CG5065/CG13564/Papst2/CG32832/Tim17a2/senju/CG11753/CG1724/CG13827/MAN1/Qsox3/heix/Tim17b/Pex12/CG5021/Mpcp1/Qsox2/Mpc1/MCU/Tom20/Qsox4/rho/CG9773/CG32069/Qsox1/CG7011/CG8303/Mul1/Bet1/CG14483/CG9399/CG41128/PMP34/CG43321/CG8531/CG7744/CG12479/Yif1/Pex3/Vti1a/Syx6/Ugalt/CG5676/Tim17a1/tomboy20/Fur2/CG3156/CG4942/st/LBR/Tpc1/CG9396/stet/CG14929,77
GO:0005768,endosome,160/7652,212/11938,2.312079877338426e-4,0.001523082619196688,9.004942680160185e-4,Vps51/dor/Rab9/RabX4/wus/SWIP/Vps2/CG10435/upd2/Rab14/PICK1/CG5734/Membrin/Vps4/Rab21/Rab19/Psn/Arf51F/CG15099/Mvl/Wdfy2/Rab35/RabX1/CG12393/Vsp37A/Vha55/Vps35/Pi3K59F/CG30423/Snx1/CG4074/Vps24/Rab3/spartin/TBC1D16/wls/Nhe3/Rab11/Snx6/CG15168/ed/Crag/CG11178/Lrrk/Pi4KIIalpha/CG8270/dbr/Vps36/RagC-D/yki/Rab39/CG6051/TM9SF4/Klp64D/hook/VhaAC39-2/Tsf2/CG13442/CG6707/asrij/Vps29/Sec5/car/CG12772/Trs31/Rab8/Snx16/spin/Vps33B/Hrs/Cad99C/Vps50/Vps26/Vps13/Chmp1/CG16957/lt/CG5498/RagA-B/Vps45/Rab32/serp/CG14812/Rbsn-5/Rab30/SIDL/CG14184/Mon1/Vps16B/ALiX/aph-1/RhoGAP68F/arr/AP-1gamma/Klp98A/Rab4/g/N/Vamp7/ema/Rab5/Culd/CG32225/Vps20/CG1275/Stam/rho/Rab23/fdl/Vps8/mop/CG15399/Vps15/Vps37B/comm/CG7956/CG10103/Ndfip/Sec15/Sans/spdo/rush/pen-2/ClC-b/inaC/Vps28/wash/CG6607/S/Ocrl/Vps11/LTV1/Vps60/Snx3/neur/Rab10/Vti1a/lsn/Vps16A/shg/Vps25/Rab18/Cln3/c11.1/Sara/Rme-8/Sap-r/path/TSG101/CG5608/wit/Nct/HPS4/CG3309/Rbpn-5/scaf/CG2224/Ykt6/ClC-c/Mvb12,160
GO:0000793,condensed chromosome,56/7652,67/11938,3.6096982974800397e-4,0.0023485321021876307,0.0013885259207980399,Rad9/Bub1/qjt/aurB/Nse1/cmet/cona/CG42299/cid/CG12200/Cap-D2/Mlh1/Dsor1/MAGE/SA/aurA/Hus1-like/barr/SMC1/Spc105R/ord/Cenp-C/Cap-G/Rcc1/corolla/SA-2/vtd/smt3/vilya/Top2/Cp190/Cap-H2/Incenp/rod/c(3)G/SMC3/Kebab/SMC2/Nse4/Zw10/Nup133/CG31053/Mat89Ba/glu/polo/lwr/ms(3)K81/Su(var)2-HP2/Mps1/rad50/lolal/CG6664/Su(var)205/spn-A/BubR1/cerv,56
GO:0044450,microtubule organizing center part,47/7652,55/11938,3.811503925046388e-4,0.0024495884981700564,0.0014482736351909252,dila/CG45105/tacc/Cby/jub/Pp2A-29B/asl/gammaTub23C/Bsg25D/Grip75/Sas-4/Blos2/CG7131/Cnb/CG17493/SAK/ana2/Cep89/CG13032/Rcd6/spd-2/Grip128/Uxt/Cp190/Grip163/Cep97/Grip71/Grip84/Sas-6/CG18109/CG5964/cnn/nompB/Grip91/polo/Mzt1/Gorab/Zmynd10/ana1/Rcd4/CG31802/gammaTub37C/CG7716/kat80/IFT52/ana3/mts,47
GO:0043596,nuclear replication fork,22/7652,23/11938,4.964402933619696e-4,0.003152096802430819,0.0018636186028553328,CG10336/Ctf4/DNApol-alpha60/Tango4/Marcal1/Rif1/RpA-70/DNApol-alpha73/SuUR/Psf2/CDC45L/DNApol-alpha180/DNApol-alpha50/Top1/RPA3/CG12018/CG14803/Sld5/Mcm10/RPA2/DNApol-delta/timeout,22
GO:0044433,cytoplasmic vesicle part,111/7652,144/11938,5.200513547320009e-4,0.0032627031421876723,0.0019290125438680738,p115/Vps51/dor/prt/Vps2/AP-1mu/CG10435/Sar1/Membrin/Vps4/Sec16/w/Rab35/Vsp37A/gammaCOP/VGAT/CG11802/CG5235/Snx1/Vps24/AP-1sigma/betaCOP/wls/Rab11/AP-2sigma/Lrrk/scat/Pi4KIIalpha/Clc/CG8270/Vps36/AP-2mu/RagC-D/CG6051/Sec23/Sec24CD/CG6707/Vps29/car/Trs31/SppL/dpp/Sec31/CG8176/spin/Vps33B/Vps50/BicD/Vps13/Chmp1/CG9132/CG5498/RagA-B/alphaCOP/CG14812/SIDL/Hip1/CG14184/Mon1/RyR/Vps16B/epsilonCOP/yin/AP-1gamma/AP-2alpha/g/Vamp7/ema/CG32225/Vps20/CG1275/Stam/rho/Snap24/Rab23/unc-13/Sec22/Vps8/beta'COP/Vps37B/comm/Vps53/VAChT/Syn/Ptr/Sec13/Vps28/Afti/S/Vps11/LTV1/Vps60/AP-1-2beta/Vti1a/Syx6/lsn/Syngr/Itp-r83A/Vps16A/Vps25/Rph/Sara/Chc/Rme-8/TSG101/ArfGAP3/CG5608/lqf/HPS4/st/Mvb12,111
GO:0005852,eukaryotic translation initiation factor 3 complex,16/7652,16/11938,8.073210829817121e-4,0.004890324261280026,0.002891313255445696,eIF3f2/eIF3h/eIF3m/eIF3d1/eIF3i/eIF3a/eIF3l/eIF3f1/eIF3b/eIF3j/eIF3k/eIF3c/eIF3g2/eIF3d2/eIF3g1/eIF3e,16
GO:0030118,clathrin coat,16/7652,16/11938,8.073210829817121e-4,0.004890324261280026,0.002891313255445696,AP-1mu/AP-1sigma/AP-2sigma/Clc/AP-2mu/CG8176/CG9132/Hip1/AP-1gamma/AP-2alpha/VAChT/cm/Afti/AP-1-2beta/Chc/lqf,16
GO:0030665,clathrin-coated vesicle membrane,16/7652,16/11938,8.073210829817121e-4,0.004890324261280026,0.002891313255445696,AP-1mu/AP-1sigma/AP-2sigma/Clc/AP-2mu/CG8176/BicD/CG9132/Hip1/AP-1gamma/AP-2alpha/VAChT/Afti/AP-1-2beta/Chc/lqf,16
GO:0005705,polytene chromosome interband,38/7652,44/11938,9.155331080055778e-4,0.0054211904260555,0.003205178000823785,Asciz/BEAF-32/Mlf/woc/G9a/REG/Spt5/Marcal1/spt4/lawc/Xpd/Sry-delta/HP1c/pzg/Hsp83/tHMG2/Chro/vtd/Sry-beta/Rcd5/nsl1/Gug/mof/HDAC1/tHMG1/Ada3/Ndf/Spt6/Utx/Nlp/Tip60/Adf1/MBD-R2/Chd1/z/Sse/JIL-1/TH1,38
GO:0032155,cell division site part,38/7652,44/11938,9.155331080055778e-4,0.0054211904260555,0.003205178000823785,Hil/pav/pbl/sau/Arf51F/Arf79F/dia/vib/Rab11/pnut/Lrch/Grip75/Amph/Synd/Spt/zip/Sgt1/CG15602/Apc2/sstn/Cip4/Grip128/Grip163/Sry-alpha/Moe/Grip84/CG18109/Rab1/RhoGEF2/Grip91/Arl4/scra/sti/slam/CG7716/CG30183/Cen/step,38
GO:0034399,nuclear periphery,28/7652,31/11938,9.696802732866179e-4,0.005678016711356084,0.0033570217648285247,sn/Nup154/Rad60/xmas/CSN7/Ski6/gcl/Rrp42/LamC/Topors/Ote/CSN5/Pits/Mt2/Rrp6/Nup153/dgrn/Lam/Dis3/APC4/CG1542/px/fs(1)Ya/Mtor/e(y)2/lqf/Saf-B/Rrp4,28
GO:0005839,proteasome core complex,24/7652,26/11938,0.0011064413429024106,0.006389360218403139,0.0037775903817983203,Prosbeta3/Prosbeta6/Prosbeta4R1/Prosalpha4T2/Prosalpha4T1/Prosbeta4/Prosbeta2R2/yip3/Prosbeta7/Prosbeta5R1/Prosalpha6/Prosalpha7/Prosalpha3/Prosbeta5R2/Prosalpha2/Prosalpha3T/Prosbeta5/Prosbeta2R1/Prosbeta4R2/Prosbeta2/Prosalpha5/Prosalpha4/Prosalpha6T/Prosbeta1,24
GO:0033176,proton-transporting V-type ATPase complex,31/7652,35/11938,0.0011154101330039634,0.006389360218403139,0.0037775903817983203,VhaPPA1-2/Vha36-2/VhaM9.7-b/Vha36-1/Vha16-3/Vha55/CG31030/Vha16-5/VhaAC45/Vha13/Vha100-3/VhaAC39-2/Vha68-3/Vha26/ATP6AP2/Vha16-2/Vha100-2/VhaAC39-1/Vha68-2/VhaM9.7-d/VhaM9.7-a/Vha44/Vha36-3/Vha100-4/Vha68-1/VhaPPA1-1/VhaM9.7-c/Vha14-1/Vha14-2/CG5421/Vha16-4,31
GO:0031966,mitochondrial membrane,216/7652,298/11938,0.0011536301209013938,0.006537237351774566,0.0038650199862683933,Ucp4A/porin/CG32727/CG3776/mge/Buffy/GC2/Miro/Tengl3/Dhod/ATPsynCF6L/CG5903/NP15.6/CG9855/Tom40/CG14118/Cyt-c1L/tomboy40/UQCR-C2/COX4L/EMRE/CG6878/CG7506/sun/CG12511/Tim13/Ant2/Surf1/Tengl2/Cyt-c1/CG3270/Marf/CG5265/Coq2/Tim9a/CG1824/Rim2/ND-B17.2/ND-B14.7/Tim17b1/Tspo/CG7514/CG34172/ATPsynGL/COX7AL/Cyt-c-d/ND-B14/Sirup/Tim23/Letm1/CG4743/CG6629/CG3803/Opa1/CG11752/CG11110/CG12917/l(3)87Df/CG18418/ND-23/SdhD/Gdap1/ND-B16.6/rho-7/OXA1L/UQCR-11/ttm50/clu/ND-51L2/ND-24/CG5989/CG17300/UQCR-11L/CG13564/ATPsynB/CG5662/CG9240/CG8728/CG14120/colt/MME1/SdhA/CG32832/ATPsynC/Slc25A46a/Tim17a2/CG33331/SCaMC/CG11815/Debcl/CG9863/fzo/ND-B15/ND-B14.5AL/CG31229/CG1724/CG1907/Hsc70-4/CG11498/cn/CG30412/CG15459/ttm2/Gpo1/ATPsynO/Tim17b/CG14062/EndoG/ND-18/CG1409/ND-13A/ttm3/Ucp4C/mfrn/levy/Porin2/CG10761/ND-51/Mpcp1/spoon/CG16781/SdhBL/Mpc1/MCU/ND-20L/ND-24L/CG9393/ND-39/ox/CG17991/CG8004/zuc/Trap1/CG3092/ND-15/CG6512/Tom20/UQCR-14/Coq7/CG13458/Ppox/CG4520/ND-MLRQ/CG15458/knon/CG7382/ND-49L/Scox/Mul1/ATPsynepsilonL/CG11077/CG12464/CG7470/CG14270/Baldspot/ND-51L1/Tim8/CG14483/CG9399/CG41128/ATPsynF/CG7772/l(3)neo43/CG43321/UQCR-14L/CG5131/cype/CG8531/GC1/ABCB7/ND-75/MICU1/CG12479/Chchd3/prel/Tom70/Mitofilin/CG5676/ATPsynE/SdhC/ND-42/Cln3/Ttc19/Tim17a1/l(2)37Bb/tomboy20/COX6AL/COX5A/CIA30/ND-B8/COX5BL/CG11779/CG7616/UQCR-6.4/Neb-cGP/SdhB/COX5B/COX4/CG3156/Tengl4/ND-13B/ATPsynbetaL/UQCR-Q/Cyt-c-p/CG4942/Slc25A46b/ND-B22/Hsp60A/SdhAL/ND-B14.5B/CG7394/ND-B14.5A/Tengl1/Tpc1/CG9396/CG14929,216
GO:0000784,"nuclear chromosome, telomeric region",15/7652,15/11938,0.0012604018950361326,0.006919081236292103,0.00409077808038043,CG5181/Ku80/RpA-70/SuUR/Snm1/Sirt6/CG2990/nbs/Sirt7/ddbt/mre11/cav/rad50/Irbp/Sse,15
GO:0030119,AP-type membrane coat adaptor complex,15/7652,15/11938,0.0012604018950361326,0.006919081236292103,0.00409077808038043,AP-1mu/AP-1sigma/AP-2sigma/AP-2mu/CG8176/Hip1/rb/AP-1gamma/AP-2alpha/g/or/VAChT/cm/Afti/AP-1-2beta,15
GO:0030125,clathrin vesicle coat,15/7652,15/11938,0.0012604018950361326,0.006919081236292103,0.00409077808038043,AP-1mu/AP-1sigma/AP-2sigma/Clc/AP-2mu/CG8176/CG9132/Hip1/AP-1gamma/AP-2alpha/VAChT/Afti/AP-1-2beta/Chc/lqf,15
GO:0030135,coated vesicle,54/7652,66/11938,0.001294332328754293,0.007032094198489818,0.004157594892146182,p115/AP-1mu/Sar1/Membrin/Sec16/CG4293/PAPLA1/dock/gammaCOP/CG3500/Gga/AP-1sigma/opm/yl/betaCOP/CG5510/Rab11/AP-2sigma/Clc/AP-2mu/Sec23/Sec24CD/Sec5/eca/Sec31/Rab8/CG8176/BicD/CG9132/bai/alphaCOP/syd/Hip1/loj/epsilonCOP/AP-1gamma/AP-2alpha/Sec22/CG32069/beta'COP/VAChT/CG7956/CG7011/CG9308/Sec13/CG31787/Afti/Yif1/AP-1-2beta/Vti1a/Chc/ArfGAP3/lqf/Ack,54
GO:0005776,autophagosome,27/7652,30/11938,0.0013772089404888977,0.007406011343241318,0.0043786664488154,DOR/Pi3K59F/mio/Rack1/Rab11/CG8155/TER94/Syx17/Atg8b/Pex23/Atg14/Nup44A/Rab32/Atg16/Vamp7/Atg3/Rab23/CG5445/Nprl3/Atg8a/Atg18a/Vps16A/Sap-r/Nprl2/lqf/Wdr24/Atg5,27
GO:0005876,spindle microtubule,30/7652,34/11938,0.0015550835276478424,0.008114148703667456,0.0047973394912325315,pav/alphaTub85E/Klp59C/aurB/Klp61F/Lis-1/Zwilch/tacc/DCTN1-p150/aurA/galla-1/Meics/spag4/Klp67A/Cp190/rod/sub/shot/Kebab/Klp10A/Zw10/CLIP-190/polo/Ran/ncd/mars/chb/mei-38/mad2/Mink,30
GO:0030117,membrane coat,30/7652,34/11938,0.0015550835276478424,0.008114148703667456,0.0047973394912325315,AP-1mu/Sar1/gammaCOP/AP-1sigma/betaCOP/AP-2sigma/Clc/AP-2mu/Sec23/Sec24CD/Sec31/CG8176/CG9132/alphaCOP/Hip1/epsilonCOP/rb/AP-1gamma/AP-2alpha/g/or/beta'COP/VAChT/cm/Sec13/Afti/AP-1-2beta/Chc/ArfGAP3/lqf,30
GO:0048475,coated membrane,30/7652,34/11938,0.0015550835276478424,0.008114148703667456,0.0047973394912325315,AP-1mu/Sar1/gammaCOP/AP-1sigma/betaCOP/AP-2sigma/Clc/AP-2mu/Sec23/Sec24CD/Sec31/CG8176/CG9132/alphaCOP/Hip1/epsilonCOP/rb/AP-1gamma/AP-2alpha/g/or/beta'COP/VAChT/cm/Sec13/Afti/AP-1-2beta/Chc/ArfGAP3/lqf,30
GO:0019866,organelle inner membrane,185/7652,254/11938,0.0017476779338647449,0.009029669324967848,0.0053386240291430805,Ucp4A/CG32727/CG3776/GC2/Tengl3/Dhod/ATPsynCF6L/CG5903/NP15.6/kuk/CG14118/Cyt-c1L/UQCR-C2/COX4L/EMRE/CG6878/sun/Tim13/Ant2/Surf1/Tengl2/Cyt-c1/CG3270/CG5265/Coq2/Tim9a/CG1824/ND-B17.2/ND-B14.7/Tim17b1/CG7514/CG34172/ATPsynGL/COX7AL/Cyt-c-d/ND-B14/Sirup/Tim23/CG4743/CG6629/CG3803/CG11752/CG11110/CG12917/l(3)87Df/CG18418/ND-23/CG8111/SdhD/ND-B16.6/rho-7/OXA1L/UQCR-11/ttm50/ND-51L2/ND-24/CG5989/CG17300/UQCR-11L/Sirt1/CG13564/ATPsynB/CG9240/CG8728/CG14120/colt/MME1/SdhA/schlank/CG32832/ATPsynC/Tim17a2/CG33331/SCaMC/CG11815/CG9863/ND-B15/ND-B14.5AL/CG31229/CG1724/CG1907/Hsc70-4/CG30412/CG15459/ttm2/Gpo1/MAN1/ATPsynO/Tim17b/CG14062/Ote/EndoG/ND-18/CG1409/ND-13A/ttm3/Ucp4C/mfrn/levy/ND-51/Mpcp1/Mpc1/MCU/ND-20L/ND-24L/ND-39/ox/Trap1/CG3092/ND-15/CG6512/UQCR-14/Coq7/CG13458/Ppox/CG6659/ND-MLRQ/CG15458/knon/CG7382/ND-49L/Scox/ATPsynepsilonL/CG11077/CG12464/CG7470/CG14270/ND-51L1/Tim8/CG14483/CG9399/CG41128/ATPsynF/CG7772/CG43321/UQCR-14L/CG5131/cype/CG8531/GC1/CG7744/ABCB7/ND-75/MICU1/CG12479/Chchd3/prel/Mitofilin/Ulp1/ATPsynE/SdhC/ND-42/Ttc19/Tim17a1/l(2)37Bb/COX6AL/COX5A/CIA30/ND-B8/COX5BL/CG11779/CG7616/UQCR-6.4/Neb-cGP/SdhB/COX5B/COX4/CG3156/Tengl4/ND-13B/ATPsynbetaL/UQCR-Q/Cyt-c-p/CG4942/ND-B22/Hsp60A/SdhAL/LBR/ND-B14.5B/CG7394/ND-B14.5A/Tengl1/Tpc1/CG9396/CG14929,185
GO:0000178,exosome (RNase complex),14/7652,14/11938,0.001967665906835671,0.009691214326190642,0.0057297502058372704,Ski6/Rrp45/Rrp42/Mtr3/Rrp47/Mpp6/Rrp6/Dis3l2/Dis3/Suv3/Rrp40/Rrp46/Csl4/Rrp4,14
GO:0000307,cyclin-dependent protein kinase holoenzyme complex,14/7652,14/11938,0.001967665906835671,0.009691214326190642,0.0057297502058372704,CycE/CycB3/CycD/Cks30A/Cdk9/Cks85A/CycG/CycK/Cdk12/CycT/CycA/CycB/Cdk2/CycJ,14
GO:0008540,"proteasome regulatory particle, base subcomplex",14/7652,14/11938,0.001967665906835671,0.009691214326190642,0.0057297502058372704,Rpt3R/Rpt5/CG9588/Rpt2/Rpt1/CG12096/Rpt6R/Rpn10/Rpt3/Rpn1/Rpn2/Rpt6/Rpt4R/Rpt4,14
GO:0032039,integrator complex,14/7652,14/11938,0.001967665906835671,0.009691214326190642,0.0057297502058372704,IntS3/IntS14/IntS11/IntS9/IntS6/IntS4/IntS2/omd/asun/IntS12/IntS1/IntS8/IntS10/defl,14
GO:1905354,exoribonuclease complex,14/7652,14/11938,0.001967665906835671,0.009691214326190642,0.0057297502058372704,Ski6/Rrp45/Rrp42/Mtr3/Rrp47/Mpp6/Rrp6/Dis3l2/Dis3/Suv3/Rrp40/Rrp46/Csl4/Rrp4,14
